| Nombre | Modelo | DESCRIPCION | PRECIO |
| Rack de Dos Postes 45U Negro | R2P | RACK DE DOS POSTES ESTÁNDAR DE 19 IN, RIELES NUMERADOS Y ROSCADOS #12-24, FABRICADO EN ALUMINIO, 45 UNIDADES DE RACK, COLOR NEGRO | 7419.88 |
| Organizador Vertical Doble 45U | WMPV45E | ORGANIZADOR VERTICAL NETRUNNER, DOBLE (FRONTAL Y POSTERIOR), PARA RACK ABIERTO DE 45 UNIDADES, 4.9IN DE ANCHO, COLOR NEGRO | 7300.00 |
| Organizador de Cables Horizontal Doble 2U | WMP1E | ORGANIZADOR DE CABLES HORIZONTAL PATCHLINK, DOBLE (FRONTAL Y POSTERIOR), PARA RACK DE 19IN, 2UR | 2015.00 |
| Kit de Tierra Física Modelo TG45AB 45A | KIT-MASTER-45AB | KIT DE TIERRA FÍSICA MODELO TG45AB CON ELECTRODO MAGNETOACTIVO, CAPACIDAD: 45 AMP | 12223.73 |
| Metro de Cable THW-LS Cal 4 Verde | METCABCAL4 | METRO DE CABLE ELÉCTRICO DE COBRE RECUBIERTO THW-LS CALIBRE 4 AWG 19 HILOS COLOR VERDE | 120.90 |
| Switch Administrable Capa 3 48 GbE + 4 SFP+ 10G | RG-CS83-48GT4XS | SWITCH ADMINISTRABLE CAPA 3 CON 48 PUERTOS GIGABIT + 4 SFP+ PARA FIBRA 10GB, GESTIÓN GRATUITA DESDE LA NUBE. | 17212.00 |
| Switch Administrable POE Capa 2+ 24 GbE POE + 4 SFP+ 10G | RG-NBS3200-24GT4XS-P | SWITCH ADMINISTRABLE POE CAPA 2+ PLUS, CON 24 PUERTOS GIGABIT POE 802.3AF/AT + 4 SFP+ PARA FIBRA 10GB, GESTIÓN GRATUITA DESDE LA NUBE, 370W | 15860.07 |
| UPS On-Line 1000VA/900W Rack/Torre | EPU1000RTOL2U | UPS DE 1000VA/900W / TOPOLOGÍA ON-LINE DOBLE CONVERSIÓN / ENTRADA Y SALIDA DE 120 VCA / CLAVIJA DE ENTRADA NEMA 5-15P / PANTALLA LCD CONFIGURABLE /FORMATO RACK/TORRE | 8365.50 |
| Switch Administrable 8 Puertos GbE POE | RG-ES210GS-P | SWITCH ADMINISTRABLE CON 8 PUERTOS GIGABIT POE, 2 UPLINKS GIGABIT (1 SFP), GESTIÓN GRATUITA DESDE LA NUBE | 2682.69 |
| Punto de Acceso WiFi 6 Industrial Exterior Sectorial | RG-RAP6260(H)-D | PUNTO DE ACCESO WI-FI 6 INDUSTRIAL PARA EXTERIOR SECTORIAL 5.95 GBPS, MU-MIMO 4X4, FILTROS ANTI INTERFERENCIA Y AUTO OPTIMIZACIÓN CON IA, PUERTO ETH 2.5G Y SFP | 7348.81 |
| Cámara Bala IP 6MP Lente Motorizado 2.8-12mm 60m IR AcuSense | DS-2CD2663G2-IZS | BALA IP 6 MEGAPIXEL / LENTE MOT. 2.8 A 12 MM / 60 MTS IR EXIR /EXTERIOR IP67 / IK10 / WDR 120 DB / POE / ACUSENSE (EVITA FALSAS ALARMAS) / ENTRADA Y SALIDA DE AUDIO Y ALARMAS / MICROSD / ONVIF / ACUSEARCH | 6445.00 |
| Metro de Cable UTP GELADO 100% Cobre | CABCAT5GEL | CABLE UP 100% COBRE DOBLE FORRO (GELADO) | 24.00 |
| Metro de Cable de Retenida 3/16" Acero Galvanizado | S-RET-316RS | CABLE DE RETENIDA DE 3/16" DE ACERO GALVANIZADO 7 HILOS | 16.23 |
| Mini PC Intel i5 12450H 32GB RAM 512GB SSD | MINIPCI5 | MINI PC INTEL I5 12450H 32 GB DDR4 512 GB SSD | 8641.25 |
| Combo Teclado y Mouse Inalámbricos Logitech | LOGTECLMOU | COMBO TECLADO Y MOUSE INALÁMBRICOS LOGITECH | 462.50 |
| Cámara Bala IP 2MP Dual Light + ColorVu AcuSense Lite | DS-2CD1027G2H-LIUF | [DUAL LIGHT + COLORVU] BALA IP 2 MEGAPIXEL / LENTE 2.8 MM / 30 MTS IR + 30 MTS LUZ BLANCA / MICRÓFONO INTEGRADO / ACUSENSE LITE / EXTERIOR IP67 / WDR 120 DB / POE / MICRO SD / ONVIF | 1456.00 |
| Chapa Magnética de 600 lbs para Puerta Normal o Vidrio | DS-K4H255S | CHAPA MAGNÉTICA DE 600 LBS (272 KG) / MONTAJE EN PUERTA NORMAL O DE VIDRIO / CERTIFICADO CE / USO EN INTERIOR / MAGNETISMO ANTI-RESIDUAL | 474.06 |
| Kit de Montajes Z y L para Cerradura Magnética DS-K4H255S | DS-K4H255-LZ | KIT DE MONTAJES Z Y L PARA CERRADURA MAGNÉTICA HIKVISION / COMPATIBLE CON DS-K4H255S / USO EN PUERTA DE MADERA Y METAL | 336.55 |
| Cámara Bala IP 4MP Dual Light AcuSense Lite | DS-2CD1047G2H-LIUF | BALA IP 4 MEGAPIXEL / LENTE 2.8 MM / 30 MTS IR + 30 MTS LUZ BLANCA / MICRÓFONO INTEGRADO / ACUSENSE LITE / EXTERIOR IP67 / WDR 120 DB / POE / MICRO SD / ONVIF | 2140.33 |
| NVR Tiandy 20 Canales H.265 2 HDD | TC-R3220 | NVR 20 CANALES / H.265 / 2HDD | 6265.81 |
| Cámara Bala Tiandy 2MP 30m IR con Micrófono | TC-C321N | CÁMARA TIANDY 2 MP 2.8 MM BALA LENTE FIJO - IR 30M - METAL y POLICARBONATO - MICRÓFONO INTEGRADO - POE | 888.50 |
| Cámara Turret IP 8MP Dual Light con Análisis y Captura Facial | DS-2CD2387G2H-LIU | TURRET IP 8 MEGAPIXEL / LENTE 2.8 MM / 40 MTS IR + 40 MTS LUZ BLANCA / MICROFONO INTEGRADO / EXTERIOR IP67 / WDR 130 DB / VIDEOANALITICOS (FILTRO DE FALSAS ALARMAS) / CAPTURA FACIAL / ACUSEARCH | 6945.00 |
| NVR 8 Canales IP 4MP con 8 POE+ | NVR-108H-D/8P(D) | NVR 4 MEGAPIXEL (COMPATIBLE CON CÁMARAS ACUSENSE) / 8 CANALES IP / 8 PUERTOS POE+ / 1 BAHÍA DE DISCO DURO / SALIDA EN FULL HD | 2319.87 |
| NVR Tiandy 4 Canales 2MP | TC-R3104 | NVR TIANDY DE 4 CANALES DE 2 MEGAPÍXELES | 1372.22 |
| Kit de 4 Cámaras IP 4MP con Mano de Obra | K5CAMIP4MP | KIT DE 4 CÁMARAS IP DE 4 MEGAPÍXELES / INCLUYE SERVICIO DE MANO DE OBRA PARA ISNTALACIÓN Y CONFIGURACIÓN EN RED | 18930.00 |
| DVR 16 Canales TurboHD + 16 IP 4K con Reconocimiento Facial | IDS-7216HUHI-M2/X | DVR 16 CANALES TURBOHD + 16 CANALES IP / 8 MEGAPIXEL (4K) / AUDIO POR COAXITRON / ACUSENSE / RECONOCIMIENTO FACIAL / 2 BAHÍAS DE DISCO DURO / SALIDA DE VIDEO EN 4K / H.265+ | 9775.00 |
| Cámara Turret TurboHD 3K (5MP) Color 24/7 | E3K-TURBO-C | TURRET TURBOHD 3K (5 MEGAPIXEL) / LENTE 2.8 MM / MICRÓFONO INTEGRADO / IMAGEN A COLOR 24/7 / 20 MTS LUZ BLANCA / EXTERIOR IP67 / DWDR / 4 TECNOLOGÍAS | 1485.00 |
| Cámara Turret IP 4MP Dual Light + ColorVu AcuSense Lite | DS-2CD1347G2H-LIUF | TURRET IP 4 MEGAPIXEL / LENTE 2.8 MM / 30 MTS IR + 30 MTS LUZ BLANCA / MICRÓFONO INTEGRADO / ACUSENSE LITE / EXTERIOR IP67 / WDR 120 DB / POE / MICRO SD / ONVIF / [DUAL LIGHT + COLORVU] | 2730.00 |
| Hub USB 3.2 Gen 1 4 Puertos | 15548 | HUB USB 3.2 GEN 14 PUERTOS | 536.74 |
| Organizador de Cables Horizontal 1U con Cubierta | LPCM-04 | ORGANIZADOR DE CABLES HORIZONTAL DE 1U PARA RACK DE 19" CON CUBIERTA METÁLICA | 680.00 |
| Punto de Acceso WiFi 5 Interior en Techo Ruijie | RG-RAP2200(F) | PUNTO DE ACCESO WI-FI5 PARA INTERIOR EN TECHO DOBLE BANDA 802.11AC MU-MIMO 2X2, PUERTOS 10/100 | 1627.04 |
| Activación de GPS para Servicio Satelital Globalstar | ACTIVACIONGPS | ACTIVACION DE GPS PARA EL USO DE SERVICIO DE SATELITES GLOBALSTAR | 562.26 |
| GPS Localizador 4G CAT1 para Vehículos/Motocicletas | VL103 | GPS / LOCALIZADOR PARA VEHICULOS / 4G LTE CAT1 CON FALLBACK A 2G/ APAGADO Y ENCENDIDO DE MOTOR REMOTO / ENTRADA ANALOGICA / SISTEMA DE PROTECCIÓN DE BATERIAS / TAMAÑO SUPER PEQUEÑO CON IP66 ESPECIAL PARA MOTOCICLETAS / ROBUSTO | 781.06 |
| Switch ON/OFF para Alarma | SS090 | SWITCH ON/OFF PARA ALARMA. | 316.95 |
| Cople Jack a Jack RJ45 de 8 Contactos | COPLERED | COPLE JACK A JACK RJ45 DE 8 CONTACTOS | 76.50 |
| Cámara Domo IP 2MP WiFi con Audio Bidireccional | DS-2CV2121G2-IDW(E) | DOMO IP 2 MEGAPIXEL / LENTE 2.8 MM / 30 MTS IR / EXTERIOR IP66 / WI-FI / WDR 120 DB / H.265+ / MICRÓFONO Y BOCINA INTERCONSTRUIDO / MICROSD | 2190.00 |
| Ventilador de Repuesto 12VCC 4x4 cm | 101800114 | VENTILADOR DE REPUESTO 12 VCC / CONSUMO 0.8 WATTS / DIMENSIONES 4 CM X 4 CM | 316.76 |
| NVR Tiandy 8 Canales | TC-R3108 | NVR TIANDY DE 8 CANALES / COMPRENSIÓN H264, 265 Y S | 1000.66 |
| Cámara Bala Tiandy 4MP 30m IR | TC-C34QN | CÁMARA BALA DE 4MP / LENTE FIJO / 2.8MM / IR 30M / METAL Y POLICARBONATO | 1329.40 |
| Cámara Torre Tiandy 4MP 30m IR | TC-C34HN | CÁMARA TORRE 4MP / LENTE FIJO / 2.8 MM / IR 30M / METAL Y POLICARBONATO | 1176.00 |
| Gabinete Plástico Negro IP65 120x120x60 mm | TXG-0152-BK | GABINETE PLÁSTICO NEGRO PARA EXTERIOR (IP65) DE 120 X 120 X 60 MM CIERRE POR TORNILLOS. | 167.37 |
| Power Bank 10000mAh Nexode 22.5W | 25742 | POWER BANK DE 10000MAH NEXODE / 22.5W / USB-A / USB-C / INDICADOR LED /TECNOLOGÍA DE CARGA RÁPIDA / ULTRA DELGADO / ULTRA LIGERO / PD3.0/QC3.0/FCP/AFC/APPLE/SAMSUNG/ BC1.2/SC / APROBADO CE, ROHS, FCC, REACH, POPS, ETC. | 340.84 |
| Cámara Bala IP 8MP (4K) Dual Light con 2 Micrófonos | DS-2CD2083G2-LI2U | [DUAL LIGHT + 2 MICRÓFONOS INTEGRADOS] BALA IP 8 MEGAPIXEL (4K) / LENTE 2.8 MM / 40 MTS LUZ BLANCA + 40 MTS IR / ACUSENSE / EXTERIOR IP67 / WDR 120 DB / POE / ONVIF / MICRO SD / METAL / ACUSEARCH | 4206.59 |
| Cámara Turret IP 8MP (4K) Dual Light con 2 Micrófonos | DS-2CD2383G2-LI2U | [DUAL LIGHT + 2 MICRÓFONOS INTEGRADOS] TURRET IP 8 MEGAPIXEL (4K) / LENTE 2.8 MM / 30 MTS LUZ BLANCA + 30 MTS IR / ACUSENSE / EXTERIOR IP67 / WDR 120 DB / POE / ONVIF / MICRO SD / METAL / ACUSEARCH | 4046.74 |
| NVR PSE Tiandy 10 Canales | TC-R3110 | NVR PSE DE 10 CANALES / BAHÍA PARA 1 DISCO DURO / H.265 | 5200.00 |
| Cámara Eyeball TurboHD 2MP ColorVu 24/7 | E8-TURBO-C/A | EYEBALL TURBOHD 2 MEGAPÍXEL (1080P) / LENTE 2.8 MM / MICROFONO INTEGRADO / IMAGEN A COLOR 24/7 / METAL / LUZ BLANCA 20 MTS / EXTERIOR IP66 / TVI-AHD-CVI-CVBS / DWDR | 870.00 |
| Detector PIR Inalámbrico Interior Tipo Cortina 15m | DS-PDC15-EG2-WB/UB | DETECTOR PIR INALÁMBRICO INTERIOR / TIPO CORTINA / RANGO DE DETECCIÓN DE 15 MTS / ANGULO DE 6.3° DE COBERTURA + MONTAJE UNIVERSAL | 1228.50 |
| Caja Horizontal Tipo Hub con HDMI, RJ45, USB y Contactos | THMC-HBOX | CAJA HORIZONTAL TIPO HUB PARA ESCRITORIO COLOR NEGRO, CON 1 PUERTO HDMI HEMBRA-HEMBRA, 1 PUERTO RJ45 CAT6, 2 PUERTOS USB (SOLO CARGA), Y 2 CONTACTOS ELÉCTRICOS UNIVERSALES | 3541.04 |
| Memoria MicroSD 64GB para Video vigilancia | HS-TF-E1/64G | MEMORIA MICROSD / CLASE 10 DE 64GB / ESPECIALIZADA PARA VIDEOVIGILANCIA (USO 24/7) / COMPATIBLES CON CÁMARAS HIKVISION Y OTRAS MARCAS / 95 MB/S LECTURA / 40 MB/S ESCRITURA | 250.00 |
| DVR 16 Canales TurboHD + 8 IP 3K Lite con Reconocimiento Facial | IDS-7216HQHI-M1/XT | DVR 16 CANALES TURBOHD + 8 CANALES IP / 5 MEGAPIXEL LITE - 3K LITE / AUDIO DE DOS VÍAS POR COAXITRON / RECONOCIMIENTO FACIAL / ACUSENSE (EVISTA FALSAS ALARMAS) / 1 BAHÍA DE DISCO DURO / SALIDA DE VIDEO EN FULL HD | 4767.96 |
| DVR 8 Canales TurboHD + 4 IP 3K Lite con Reconocimiento Facial | IDS-7208HQHI-M1/XT | DVR 8 CANALES TURBOHD + 4 CANALES IP / 5 MEGAPIXEL LITE - 3K LITE / AUDIO DE DOS VÍAS POR COAXITRON / RECONOCIMIENTO FACIAL / ACUSENSE (EVISTA FALSAS ALARMAS) / 1 BAHÍA DE DISCO DURO / SALIDA DE VIDEO EN FULL HD | 2582.68 |
| Regulador de Voltaje 1000VA AVR | EPL1000AVR | REGULADOR DE VOLTAJE 1000 VA-500 W / 4 CONTACTOS CON AVR / 4 CONTACTOS CON SUPRESOR DE PICOS / PROTECCIÓN RJ11 | 574.29 |
| Cadena para Motores Corredizos Doorking #40 6m | 2600-442 | CADENA PARA MOTORES CORREDIZOS DOORKING #40 / LONGITUD DE 6 METROS | 2750.00 |
| Memoria MicroSD 256GB para Video vigilancia | HS-TF-E1/256G | MEMORIA MICROSD / CLASE 10 DE 256 GB / ESPECIALIZADA PARA VIDEOVIGILANCIA (USO 24/7) / COMPATIBLES CON CÁMARAS HIKVISION Y OTRAS MARCAS / 95 MB/S LECTURA / 55 MB/S ESCRITURA | 750.33 |
| Kit de Alarma AX Pro con Teclado | AXPRO-KIT-TECLADO | KIT DE ALARMA AX PRO / INCLUYE: 1 HUB CON BATERÍA DE RESPALDO / 1 TECLADO / WI-FI / COMPATIBLE CON HIK-CONNECT P2P | 4298.00 |
| Kit Motor Merik 411 Plus Riel 2.80m WiFi | 411PLUS | KIT MOTOR MERIK 411 PLUS RIEL 2.80 METROS WIFI / DOS CONTROLES | 7111.25 |
| Switch Industrial POE 8 GbE POE + 2 SFP | RG-NIS3100-8GT2SFP-HP | SWITCH INDUSTRIAL POE, IDEAL PARA TEMPERATURAS EXTREMAS Y PROTECCIÓN CONTRA DESCARGAS, 8 PUERTOS GIGABIT POE 802.3AF/AT + 2 SFP PARA FIBRA 1GB, GESTIÓN GRATUITA DESDE LA NUBE, 125W | 8869.11 |
| Fuente de Alimentación AC/DC 240W DIN-Rail | RG-NIS-PA240-48 | FUENTE DE ALIMENTACIÓN AC/DC 240W DIN-RAIL PARA SWITCH INDUSTRIAL | 2963.75 |
| Cable Eléctrico THW-LS Cal 10 Rojo 100m | SLY-304-RED/100 | CABLE ELÉCTRICO 10 AWG COLOR ROJO,CONDUCTOR DE COBRE SUAVE CABLEADO. AISLAMIENTO DE PVC, AUTO EXTINGUIBLE. BOBINA 100 MTS | 2438.62 |
| Cámara Turret IP 4MP Dual Light con Alerta de Audio/Luz | DS-2CD2347G2H-LISU/SL | TURRET IP 4 MEGAPIXEL / LENTE 2.8 MM / 40 MTS IR + 40 MTS LUZ BLANCA / EXTERIOR IP67 / LUZ INTERMITENTE Y ALERTA DE AUDIO / MICRÓFONO INTEGRADO / VIDEOANALITICOS (FILTRO DE FALSAS ALARMAS) / WDR 130 DB / CAPTURA FACIAL | 3423.30 |
| Pigtail de Fibra Óptica LC Simplex Monomodo 1m | F91BN1NNNSNM001 | PIGTAIL DE FIBRA ÓPTICA LC SIMPLEX, MONOMODO OS2 9/125, 900UM, COLOR AZUL, 1 METRO | 214.50 |
| Gabinete de Acero NEMA 4 30x30x15 cm | G4A-303015-UL | GABINETE DE ACERO, NEMA 4 -IP 66 DE 30X30X15 CM CON PLATINA Y CERTIFICADO UL. | 1555.00 |
| Cámara PT WiFi 3MP Dual Light 50m IR | TC-H333N | 3MP DUAL LIGHT CAMARA PT WIFI LENTE FIJO - 4MM - IR 50M - POLICARBONATO - MICROFONO Y SPEAKER - SOPO | 1338.79 |
| Switch Administrable 8 Puertos GbE POE+ | RG-ES209GC-P | SWITCH ADMINISTRABLE 8 PUERTOS POE+ 802.3AF/AT GIGABIT | 3180.00 |
| Kit Extensor KVM (HDMI y USB) 120m | TT373KVM4.0 | KIT EXTENSOR KVM (HDMI Y USB) HASTA 120 METROS / RESOLUCIÓN 1080P @ 60 HZ / SOPORTA STP Y UTP CAT6 / SOPORTA SWITCH GIGABIT PARA CONTROL KVM MÚLTIPLE / SOPORTA HASTA 253 RECEPTORES / TRANSMITE EL VIDEO Y CONTROLA TU DVR VÍA USB | 3999.00 |
| Switch POE No Administrable Largo Alcance 16+2+1 | WI-PS518G | SWITCH POE (802.3AF/AT/BT) / NO ADMINISTRABLE DE LARGO ALCANCE / HASTA 250M / 16 X 10/100MBPS (POE) + 2 X 100/1000MBPS + 1 X SFP / 200 W | 3006.01 |
| Interruptor Termomagnético Enchufable 2P 10A | B2QP215E | INTERRUPTOR TERMOMAGNÉTICO ENCHUFABLE, SERIE: B2Q, 2P, 10A, 240V | 257.76 |
| Organizador de Cable Vertical 21U | LPVM21U | ORGANIZADOR DE CABLE VERTICAL DE 21 UNIDADES RACK, COMPATIBLE CON RACKS SERIE EIRL Y EIQR | 913.90 |
| Panel de Parcheo Modular Keystone 24 Puertos 1U | NKPP24FMY | PANEL DE PARCHEO MODULAR KEYSTONE (SIN CONECTORES), NUMERADO Y ESPACIO PARA ETIQUETAS, DE 24 PUERTOS, 1UR | 1346.86 |
| Kit de Tierra Física Modelo TG45K 45A | KIT-MASTER-45K | KIT DE TIERRA FÍSICA MODELO TG45K CON ELECTRODO MAGNETOACTIVO 50 X 11.5 CM, CAPACIDAD MAX: 45 AMP | 21043.40 |
| Tubo PVC Conduit Pesado 1 1/4" 3m | ATUP-114-TUB | TUBO PVC CONDUIT PESADO DE 1 1/4" (32 MM) DE 3 M. | 101.00 |
| Charola Tipo Malla 66/150 mm Tramo 3m | MG-50-432EZ | CHAROLA TIPO MALLA 66/150 MM, ACABADO ELECTRO ZINC, HASTA 158 CABLES CAT6, TRAMO DE 3 METROS | 771.40 |
| Cable HDMI 20m High Speed 4K | TT-HDMI-20M | CABLE HDMI DE 20 METROS (HIGH SPEED) / RESOLUCIÓN 4K / SOPORTA CANAL DE RETORNO DE AUDIO (ARC)/ SOPORTA 3D / BLINDADO PARA REDUCIR INTERFERENCIA / CHAPADO EN ORO / ALTA RESISTENCIA Y DURABILIDAD. | 835.00 |
| Divisor (Splitter) HDMI 4K 1x4 | TT314HDR-V2.0 | DIVISOR (SPLITTER) HDMI 4K DE 1 ENTRADA A 4 SALIDAS (SIMULTANEAS) / SOPORTA 4K×2K / AJUSTE DE RESOLUCIONES EDID / HDR / HDMI 2.0 / HDCP 2.2 / PERMITE MEZCLAR PANTALLAS EN 4K Y 1080P | 1424.69 |
| Switch para Escritorio 8 Puertos Gigabit | DH-PFS3008-8GT-L | SWITCH PARA ESCRITORIO 8 PUERTOS/ GIGABIT ETHERNET/ 10/100/1000/ DISEÑO COMPACTO/ CAPA 2/ SWITCHING 16 GBPS/ VELOCIDAD DE REENVIO DE PAQUETES11.9 MBPS/ BLANCO | 330.00 |
| Switch POE 10 Puertos Fast Ethernet 65W | DH-SF1010LP | SWITCH POE DE 10 PUERTOS FAST ETHERNET/ 8 PUERTOS POE 10/100 / 65 WATTS TOTALES / 2 PUERTOS UPLINK RJ-45/ POE WATCHDOG/ HASTA 250 METROS/ SWITCHING 12 GBPS/ PROTECCIÓN CONTRA DESCARGAS/ | 912.00 |
| Bote con 100 Piezas Plug Modular RJ11 | TCRJ11-100 | BOTE CON 100 PIEZAS DE PLUG MODULAR TIPO RJ11 DE 4 CONTACTOS CHAPADO DE ORO A 50 MICRAS | 324.00 |
| Conector de Cables "UY" para Cable Cal 22 | LP-TM-042-UY2 | CONECTOR DE CABLES "UY" DE HASTA CABLE CALIBRE 22 | 6.00 |
| Cámara IP Bala 4MP H.265+ 30m IR | DH-IPC-HFW1431S1N-0280B-S4 | CÁMARA IP BULLET DE 4 MEGAPIXELESCON COMPRESIÓN H.265+, LENTE DE 2.8 MM, ÁNGULO DE VISIÓN DE 93°, IR DE 30 M, 30 FPS, TECNOLOGÍA WDR, Y CERTIFICACIÓN IP67 PARA RESISTENCIA AL AGUA Y POLVO. | 1380.00 |
| Cámara IP Bala 4MP WizSense 30m IR con Micrófono | DH-IPC-HFW2441S-S | CAMARA IP BULLET DE 4 MEGAPIXELES/ WIZSENSE/ LENTE DE 2.8MM/ 95 GRADOS DE APERTURA/ IR DE 30 METROS/ SMD PLUS/ MICROFONO INTEGRADO/ WDR REAL DE 120 DB/ RANURA MICROSD/ IP67/ POE/ | 1656.00 |
| Montaje de Brazo Universal para Subscriptores Ubiquiti | UB-AM | MONTAJE DE BRAZO UNIVERSAL PARA SUSCRIPTORES UBIQUITI NETWORKS | 192.00 |
| Caja de Conexiones Dahua para Cámaras | PFA130E | CAJA DE CONEXIONES DAHUA, COMPATIBLE CON CÁMARAS DE LAS SERIES HFW, HDW, HDPW, T3A, T2A Y T1A. IDEAL PARA UNA INSTALACIÓN SEGURA Y ORDENADA, ASEGURANDO LA PROTECCIÓN DE CONEXIONES EN ENTORNOS DIVERSOS. | 468.00 |
| Nanostation Airmax LOCOM5 CPE 5GHz | LOCOM5 | NANOSTATION AIRMAX LOCOM5 CPE, HASTA 150 MBPS, FRECUENCIA 5 GHZ (5170-5875 MHZ) CON ANTENA INTEGRADA DE 13 DBI | 1920.00 |
| Caja Tipo Estanca IP55 100x100x50 mm Gris | TH-CJE | CAJA TIPO ESTANCA IP55, CON 6 ENTRADAS, TAPA Y TORNILLO DE VUELTA DE 1/4, 100 X 100 X 50 MM, COLOR GRIS | 108.00 |
| Broca Escalonada Óxido Negro 12 Escalones | BES-12A | BROCA ESCALONADA ÓXIDO NEGRO 12ESCALONES 7/16 A 1-1/8,TRUPER | 918.00 |
| Pegamento Instantáneo Kola Loka Industrial 20g | KOLALOKA | KOLA LOKA INDUSTRIAL  / PEGAMENTO INSTANTÁNEO 20G | 85.20 |
| NVR Dahua 32 Canales IP 4K 2 Bahías | DHI-NVR4232-4KS3 | NVR DE 32 CANALES IP, 8 MP/4K, 160 MBPS, SMART H.265+, 2 BAHÍAS PARA HDD DE 20 TB CADA UNO, HDMI & VGA, SOPORTA CÁMARAS WIZSENSE Y 2 CANALES SMD PLUS. | 4044.00 |
| Switch Gigabit 16 Puertos No Administrable | PFS3016-16GT | SWITCH GIGABIT DE 16 PUERTOS NO ADMINISTRABLE/ CAPA 2/ 10/100/1000 BASE-T/ CARCASA METALICA/ SWITCHING 32G/ TASA DE REENVIO DE PAQUETES 23.8 MBPS/ MEMORIA BUFER DE PAQUETES 2MB/ CON PROTECCION DE DESCARGAS | 1428.00 |
| Switch Gigabit No Administrable 24 Puertos TP-Link | TL-SG1024D | SWITCH GIGABIT NO ADMINISTRABLE DE 24 PUERTOS 10/100/1000 MBPS PARA ESCRITORIO/RACK | 1920.00 |
| Canaleta Ranurada con Tapa Gris 2m | TMR-45G | CANALETA RANURADA CON TAPA, COLOR GRIS DE 2 METROS | 288.00 |
| Rollo Cinta de Contacto Negra 75 Pies | HLS-75R0 | ROLLO DE CINTA DE CONTACTO, DE 75 PIES (22.9M) DE LARGO, 19.1 MM DE ANCHO, COLOR NEGRO | 1342.01 |
| UPS Rack 500VA Line-Interactive 1U | OR500LCDRM1U | UPS DE 500 VA/300 W, TOPOLOGÍA LÍNEA INTERACTIVA, ENTRADA 120 VCA NEMA 5-15P, TIPO RACK 1 UR, CON 6 TOMAS NEMA 5-15R | 6180.00 |
| Rack de Escritorio 19" 10U Ajustable | SR-10U | RACK DE ESCRITORIO DE 19" Y 10U CON ÁNGULO AJUSTABLE | 1500.00 |
| Charola para Rack 19" 2U 23cm Prof. | SCH-19/130 | CHAROLA PARA RACK DE 19", 23 CM DE PROFUNDIDAD, 2U | 474.00 |
| Disco Duro WD Purple 3TB Videovigilancia | WD33PURZ | DISCO DURO PURPLE DE 3TB / 3 AÑOS DE GARANTÍA / PARA VIDEOVIGILANCIA | 2610.00 |
| Kit Estándar Starlink | 02533011 | STARLINK KIT ESTÁNDAR INTERNET DE ALTA VELOCIDAD | 8358.90 |
| Soporte Pared Antena Starlink Dish | SOPSTARLINK | PARA PARA SOPORTE DE ANTENA DE PARED STARLINK DISH / FIBRA DE CARBONO | 1349.30 |
| Soporte Cámara CCTV Brazo Exterior 1m | SOPCAM10X10X100CM | SOPORTE DE CAMARA CCTV BRAZO EXTERIOR 1 METRO | 348.00 |
| Hub USB-C Docking Station 6 en 1 | 20956A | HUB USB-C (DOCKING STATION) 6 EN 1 / HDMI 4K@30HZ / 3 PUERTOS USB 3.0 / LECTOR TARJETA SD + MICRO SD (TF) USO SIMULTÁNEO / CHIP DE ÚLTIMA GENERACIÓN / POTENTE DISIPACIÓN DE CALOR / CAJA DE ALUMINIO. | 462.00 |
| Cable DP a HDMI 3M 4K@30Hz | 10203 | CABLE DP MACHO A HDMI MACHO / LONGITUD 3M / SOPORTA 4K@30HZ / SOPORTA 3D / COBRE ESTAÑADO 28AWG / BLINDAJE INTERNO MÚLTIPLE / TRANSMISIÓN UNIDIRECCIONAL / BOTÓN DE LIBERACIÓN / CHIP DE ÚLTIMA GENERACIÓN | 348.00 |
| Cámara Bullet Dahua 2MP 1080P | DH-HAC-B1A21N-U | CAMARA BULLET DE 2 MEGAPIXELES/ 1080P/ LENTE DE 2.8 MM/ 100 GRADOS DE APERTURA/ IR DE 30 METROS/ IP67/ SOPORTA: CVI/TVI/AHD Y CVBS/ | 652.59 |
| Cámara Bala Hikvision 4MP ColorVu Lite | DS-2CD1043G2-LIU(F) | BALA IP 4 MEGAPIXEL / LENTE 2.8 MM / 30 MTS IR + 30 MTS LUZ BLANCA / MICRÓFONO INTEGRADO / ACUSENSE LITE / EXTERIOR IP67 / H.265 / POE / ONVIF / MICRO SD | 1897.10 |
| Cámara Bullet Dahua 2MP WizSense Dual Light | DH-IPC-HFW2249S-S-IL | CAMARA BULLET IP 2 MEGAPIXELES/ ILUMINADOR DUAL INTELIGENTE+FULL COLOR/ WIZSENSE/ LENTE DE 2.8MM/ 107 GRADOS/ MICROFONO INTEGRADO/ 30 MTS DE IR Y LUZ VISIBLE/ METALICA/ RANURA MICROSD/ WDR 120DB/ SMD PLUS/ POE | 1554.00 |
| Memoria MicroSD Dahua 256GB | DHI-TF-C100 | DAHUA MEMORIA MICROSD V10 C10 U3 256GB COLOR BLANCO | 652.80 |
